Unnamed: 0,_id,url,title,description,keywords,Mariangela_topic,field used for the classification,comments,DISCUSSED,TO BE DECIDED,Gabriele_topic,Sana_topic
1470,bpr,https://lod-cloud.net/dataset/bpr,BPR ? Bibliography of the Italian Parliament and electoral studies,**dati.camera.it - Linked Open Data della Camera dei deputati**    **The BPR - Bibliografia del Parlamento italiano e degli studi elettorali**  (Bibliography of the Italian Parliament and Electoral Studies) is a database of bibliographic references of books and articles in periodical journals addressing the history of the Italian Parliament and the history of elections. In particular the BPR provides references to studies on:      * the Italian Parliament  from the concession of the Statuto Albertino (Albertine Statute) in 1848  the National Consultative Assembly and the Constituent Assembly;  * elections (laws  procedures  results)  with reference to general elections as from 1848.      The BPR addresses primarily studies in law  plus studies in political science  organisational science  political sociology  as well as related historiographical literature. In 2002 the BPR started reporting documents posted on the leading juridical websites.    Each bibliographic reference is assigned one or more classification codes  which are taken from a directory of over 100 classifications organized into seven major fields.    The BPR is also a digital library updated non-stop. By using documents in the public domain or available thanks to agreements with private publishers  it provides a selection of full-text documents (monographs  judgements  articles from periodicals  contributions to miscellaneous works) attached to the bibliographic reference.,bibliographic data; bibliography; country-italy; library; lod; lodcloud-diagram-2014-08-30; lodlam; rdf; rdf-format,not classified - government,,,,,cultural heritage,
1287,brazilian-politicians,https://lod-cloud.net/dataset/brazilian-politicians,Brazilian Politicians,Linked Data from brazilian politicians including personal data  election data  disclosure of assets  parliamentary data  leaderships  missions  mandates  clearances  speeches  commissions  proposals and legal occurrences were collected.,brazilian; data; format-dc; format-foaf; format-rdf; format-skos; format-xhtml; government; ligado; linked; linked-data; linked-open-data; linkeddata; lod; no-deref-vocab; no-license-metadata; nos; open-data; opendata; politicians; politicos; politics; provenance-metadata; published-by-third-party; vocab-mappings,not classified - government,,,,,,cultural heritage
656,business-data-gov-uk,https://lod-cloud.net/dataset/business-data-gov-uk,business.data.gov.uk,Business-related data from data.gov.uk:    * [Namespace for companies](http://business.data.gov.uk/doc/company); this appears to have entries for all companies registered at Companies House.    Part of package:data-gov-uk.,business-register; deref-vocab; format-dc; format-foaf; format-rdf; government; lod; lodcloud-diagram-2011-09-19; no-license-metadata; no-provenance-metadata; no-vocab-mappings; published-by-producer,not classified,,,,,,cultural heritage
644,calames,https://lod-cloud.net/dataset/calames,Calames,Source : [Calames](http://www.calames.abes.fr)    Calames is the French academic union catalogue of archives and manuscripts  maintained by ABES    Licensing : not yet  but will be as open as possible    NB : in order to extract the RDFa  please use the URL as it is given in the following example  not as it is resolved by the application and displayed in the address bar. (Ajax trick),abes; archives; ead; france; lld; lod; lodcloud-diagram-2011-09-19; manuscripts; no-license-metadata; no-proprietary-vocab; provenance-metadata; publications; published-by-producer; rdfa,cultural heritage,manuscripts from the description,,,,cultural heritage,Education
878,cap-italy-rdf,https://lod-cloud.net/dataset/cap-italy-rdf,Postal codes Italy (LinkedOpenData.it),List of postal codes in Italy. Includes street names  city and administrative regions.,cap; country.it; deref-vocab; format-rdf; format-vcard; geographic; italy; license-metadata; linkeddata; lod; lodcloud.nolinks; lodcloud.unconnected; postal-code; provenance-metadata; published-by-producer; void-sparql-endpoint,not classifeid - geography / government,,,,,,cultural heritage
270,ce4r,https://lod-cloud.net/dataset/ce4r,CE4R Knowledge Centre Corporate Excellence – Centre for Reputation Leadership,"<p> Knowledge plataform launched by Corporate Excellence – Centre for reputation leadership  a new think tank to professionalize management of intangible assets and contribute to the development of strong brands with good reputation and able to compete in to the global market. In this community  members will be able to access to a lot of contents as article  thesis  insights  cases and so on  related to intangible management. In addition  It is possible to share knowledge and make comments.</p>  <p>CE4R works with <a href=""http://gnoss.com/"">GNOSS software (RIAM Intelearning Lab)</a>. RIAM is a company that develops semantic technology for the creation of specialized networks and linked markets. It includes a facet-based search engine and enriched contexts. Both are developments by GNOSS.</p>    <p> Plataforma de conocimiento impulsada por Corporate Excellence – Centre for reputation leadership  un laboratorio de ideas para profesionalizar la gestión de los activos intangibles y para contribuir al desarrollo de marcas con una reputación excelente capaces de competir en los mercados globales. En la comunidad podrás acceder a numerosos contenidos (artículos  casos  noticias  tesis  insights  etc.) en torno a la gestión de intangibles  así como comentarlos y compartirlos.</p>  <p>CE4R trabaja con <a href=""http://gnoss.com/"">software de GNOSS (RIAM Intelearning Lab)</a>. RIAM es una compañía que desarrolla tecnología semántica para la creación de redes especializadas y mercados enlazados. El proyecto Incluye un buscador facetado y contextos enriquecidos. Ambos son desarrollos de GNOSS.</p>",Brand; Corporate gobernance; RSC; asuntos públicos; centre for reputation leadership; communication; comunicación; corporate Excellence; corporate excellence; country reputation; country-spain; country.es; dc; economía de la reputación; foaf; format-dc; format-dcam; format-foaf; format-rdfg; format-sioc; format-skos; format-wot; gobierno corporativo; intangible assets; intangibles; laboratorio de ideas; language-spa; license-metadata; lod; marca; marca país; metrics; métricas; no-proprietary-vocab; no-vocab-mappings; provenance-metadata; public affairs; published-by-third-party; reputación; reputación país; reputation; reputation economy; schemata; scr; sioc; skos; socialweb; sp; spain; usergeneratedcontent; wrapper; ética,not classifed,,,yes,,,cultural heritage
91,cht,https://lod-cloud.net/dataset/cht,Cultural Heritage Thesaurus,Concepts that cover the cultural heritage field in the Netherlands.,cultural heritage; archaeology; Architecture; Arthistory; historical buildings,"cultural heritage, linguistic",from title-abstract-keyword,,,,cultural heritage,cultural heritage
1222,cinematheque-quebecoise-linked-open-data000001938f9b5a76,https://lod-cloud.net/dataset/cinematheque-quebecoise-linked-open-data,Cinémathèque québécoise Linked Open Data,Free knowledge base hosted by Cinémathèque québécoise about movies.,movie; cinematheque; cinema; cultural heritage; quebec,cultural heritage,movies by the title and abstract. cultural heritage mentioned in the keywords,,,,cultural heritage,
698,cipfa,https://lod-cloud.net/dataset/cipfa,CIPFA,Chartered Institute of Public Finance and Accountancy,LinkedDataCrawl2014; crawledLinkedDataCloud2014; deref-vocab; format-dcterm; format-rdf; format-rdfs; format-skos; government; lodcloud-diagram-2014-08-30,not classified - government,,,,,,cultural heritage
257,coins-openuplabs,https://lod-cloud.net/dataset/coins-openuplabs,OpenUpLabs COINS,COINS – the Combined On-line Information System – is used by the Treasury to collect financial data from across the public sector to support fiscal management  the production of Parliamentary Supply Estimates and public expenditure statistics  the preparation of Whole of Government Accounts (WGA) and to meet data requirements of the Office for National Statistics (ONS). Up to nine years of data are actively maintained : five historic (or outturn) years  the current year and up to three future (or plan) years depending on the timing of the latest spending review. COINS is a consolidation system rather than an accounts application  so it does not hold details of individual financial transactions by departments.      part of package:openuplabs,country.uk; government; lod; lodcloud.nolinks; lodcloud.unconnected; no-deref-vocab; published-by-third-party,not classified - government,,,,,,cultural heritage
1388,congresspeople,https://lod-cloud.net/dataset/congresspeople,2011 US Congress People,The 2011 US congress people data  with ntriples format. Could benefit from connections to http://thedatahub.org/dataset/congresspedia,format-con; format-conv; format-dbo; format-dbp; format-dc; format-doap; format-foaf; format-ov; format-owl; format-pmlj; format-pmlp; format-rdf; format-rdfs; format-scovo; format-vann; format-void; government,not classified,"unclear from TITLE-ABS-KEYWORD
empty and inaccessible - a single url is provided and it fails + seems a to-be-paid resource",,,,,cultural heritage
1313,courts-thesaurus,https://lod-cloud.net/dataset/courts-thesaurus,Courts thesaurus,Courts thesaurus is structuring German and European courts in a hierarchical fashion and includes e.g. address information. This thesaurus is not only dedicated to parties interested in legal matters  but also to developers developing geo data applications. Information concerning courts and their roles and responsibilities can become an interesting aspect of many applications in the future.,courts; eu; format-dcterms; format-skos; format-vcard; germany; license-metadata; lod; lodcloud-diagram-2014-08-30; media; no-proprietary-vocab; provenance-metadata; published-by-producer; united nations,not classified - geography,,,,,,cultural heritage
1026,cpa-2008,https://lod-cloud.net/dataset/cpa-2008,CPA 2008,The Statistical classification of products by activity (CPA)  is a product scheme classification used to extract statistics. It was a previous attempt to CPV.    Authors:    -Jose María Alvarez Rodríguez & Jose Emilio Labra Gayo    WESO-University of Oviedo,10ders; cpa; cpa-2008; deref-vocab; e-procurement; euroalert; format-dc; format-dcterms; format-gr; format-skos; format-skosxl; geodata; government; license-metadata; linkeddata; linkedopendata; lod; oviedo; procurement; provenance-metadata; pscs; public_contracts; published-by-third-party; uniovi; university-of-oviedo; vocab-mappings; weso,not classified - government,from title-abstract-keywords,,,,,cultural heritage
1562,cpc-2008,https://lod-cloud.net/dataset/cpc-2008,CPC 2008,The Central Product Classification (CPC)  is a product scheme classification used to extract statistics. It was a previous attempt to CPV.    Authors of the linked data version:    -Jose María Alvarez Rodríguez & Jose Emilio Labra Gayo    WESO-University of Oviedo,10ders; cpc; cpc-2008; deref-vocab; e-procurement; euroalert; format-dc; format-dcterms; format-gr; format-skos; format-skosxl; geodata; government; license-metadata; linkeddata; linkedopendata; lod; oviedo; procurement; provenance-metadata; pscs; public_contracts; published-by-third-party; uniovi; university-of-oviedo; vocab-mappings; weso,not classified - government,from title-abstract-keywords,,,,,cultural heritage
1169,cpv-2003,https://lod-cloud.net/dataset/cpv-2003,CPV  2003,The Common Procurement Vocabulary (CPV) establishes a single classification system for public procurement aimed at standardising the references used by contracting authorities and entities to describe the subject of procurement contracts.    The dataset created is comprised of CPV 2008 and CPV 2003 codes and the mappings between them.     Authors:    Authors:    Jose María Alvarez Rodríguez & Jose Emilio Labra Gayo     WESO-University of Oviedo,10ders; deref-vocab; e-procurement; euroalert; format-dc; format-dcterms; format-qb; format-skos; format-skosxl; geodata; government; license-metadata; linkeddata; linkedopendata; lod; oviedo; procurement; provenance-metadata; public_contracts; published-by-third-party; uniovi; university; university-of-oviedo; vocab-mappings; weso,not classified - government,from title-abstract-keywords,,,,,cultural heritage
1163,cpv-2008,https://lod-cloud.net/dataset/cpv-2008,CPV 2008,The Common Procurement Vocabulary (CPV) establishes a single classification system for public procurement aimed at standardising the references used by contracting authorities and entities to describe the subject of procurement contracts.    The dataset created is comprised of CPV 2008 and CPV 2003 codes and the mappings between them.     Authors:    Authors:    Jose María Alvarez Rodríguez & Jose Emilio Labra Gayo     WESO-University of Oviedo,10ders; deref-vocab; e-procurement; euroalert; format-dc; format-dcterms; format-qb; format-skos; format-skosxl; geodata; government; license-metadata; linkeddata; linkedopendata; lod; oviedo; procurement; provenance-metadata; public_contracts; published-by-third-party; uniovi; university; university-of-oviedo; vocab-mappings; weso,not classified - government,from title-abstract-keywords,,,,,cultural heritage
1508,culturalinkeddata,https://lod-cloud.net/dataset/culturalinkeddata,CulturaLinkedData,The Spanish National Library (Biblioteca Nacional de España  BNE) and the Ontology Engineering Group of Universidad Politécnica de Madrid are working on the joint project “Preliminary Study of Linked Data”  whose aim is to enrich the Web of Data with the BNE authority and bibliographic records. To this end  they are transforming the BNE information to RDF following the Linked Data principles proposed by Tim Berners Lee.,deref-vocab; lod; lodcloud.nolinks; lodcloud.unconnected; media; published-by-third-party; spanish-national-library,cultural heritage,"library in the abstract, cultural in the title",,,,cultural heritage,SLR
896,cz-ares-rzp,https://lod-cloud.net/dataset/cz-ares-rzp,Data about Czech business entities from the ARES system - Trade Licensing Register,Data about Czech business entities from the ARES system - Trade Licensing Register,czech; czech-republic; deref-vocab; format-adms; format-dcterms; format-gr; format-rov; format-skos; government; license-metadata; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,not classified - government,from title-abstract-keyword,,,,,cultural heritage
1256,cz-cenia-irz-chemicals,https://lod-cloud.net/dataset/cz-cenia-irz-chemicals,Chemicals reported to the Integrated register of pollution,Information about chemicals reported to the Integrated register of pollution and methods of their measurement,czech; czech-republic; deref-vocab; format-schema; format-skos; government; license-metadata; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,health,chemical in the title.,,,,,cultural heritage
806,cz-cenia-pollution,https://lod-cloud.net/dataset/cz-cenia-pollution,Integrated pollution registry,Data about business entities that pollute the environment.,czech; czech-republic; deref-vocab; format-adms; format-dcterms; format-gr; format-owl; format-schema; format-skos; government; license-metadata; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,not classified - government/geography,"environment/pollution by title, abstract, keywords",,,,,cultural heritage
1096,cz-ctia-focus,https://lod-cloud.net/dataset/cz-ctia-focus,Focus of the Czech Trade Inspection Authority's inspections,Focus of the Czech Trade Inspection Authority's inspections,format-schema; government; license-metadata; lod; no-proprietary-vocab; no-vocab-mappings; provenance-metadata; published-by-third-party,not classified,,,,,,cultural heritage
1334,cz-ctia-inspections,https://lod-cloud.net/dataset/cz-ctia-inspections,Inspections of the Czech Trade Inspection Authority,Basic information about inspections of the Czech Trade Inspection Authority,format-adms; format-schema; format-skos; government; license-metadata; lod; no-proprietary-vocab; no-vocab-mappings; provenance-metadata; published-by-third-party,not classified - government,,,,,,cultural heritage
1182,cz-cuzk-legal-relationships-documents,https://lod-cloud.net/dataset/cz-cuzk-legal-relationships-documents,Code lists of the legal relationships and documents,Code lists of the legal relationships and documents in the Land register information system,czech; czech-republic; deref-vocab; format-skos; government; license-metadata; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,not classified - geography,,,,,,cultural heritage
1449,cz-czso-deaths-by-selected-causes-of-death,https://lod-cloud.net/dataset/cz-czso-deaths-by-selected-causes-of-death,Deaths by selected causes of death in regions of Czech Republic,Data cube containing statistical data with with deaths by selected causes of death in regions of Czech republic according to Czech Statistical Office.,czech; czech-republic; format-dcterms; format-qb; format-sdmx; format-skos; government; license-metadata; lod; no-deref-vocab; provenance-metadata; published-by-third-party; vocab-mappings,not classified - government,,,,,,cultural heritage
1551,cz-czso-demography-in-regions-czech-republic-age-categories,https://lod-cloud.net/dataset/cz-czso-demography-in-regions-czech-republic-age-categories,Number of inhabitants in districts of Czech Republic in 5year age categories,This dataset contains numbers of inhabitants in districts of Czech Republic in age categories splited in 5year intervals with a distinguished category 0 years. The last age category is 90-94 years. All older categories are aggregated to 95 years and more. The dataset distinguishes males and females.,czech; czech-republic; format-dcterms; format-qb; format-sdmx; format-skos; government; license-metadata; lod; no-deref-vocab; provenance-metadata; published-by-third-party; vocab-mappings,not classified - government,,,,,,cultural heritage
1369,cz-czso-job-applicants,https://lod-cloud.net/dataset/cz-czso-job-applicants,Job applicants in regions of Czech Republic,Data cube containing statistical data about job applicants in regions of Czech republic according to Czech Statistical Office.,czech; czech-republic; format-dcterms; format-qb; format-sdmx; format-skos; government; license-metadata; lod; no-deref-vocab; provenance-metadata; published-by-third-party; vocab-mappings,not classified - government,,,,,,cultural heritage
1167,cz-czso-job-applicants-and-unemployment-rate,https://lod-cloud.net/dataset/cz-czso-job-applicants-and-unemployment-rate,Job applicants and unemployment rate in regions of Czech Republic,Data cube containing statistical data about job applicants and unemployment rate  in regions of Czech Republic according to Czech Statistical Office.,czech; czech-republic; format-dcterms; format-qb; format-sdmx; format-skos; government; license-metadata; lod; no-deref-vocab; provenance-metadata; published-by-third-party; vocab-mappings,not classified - government,,,,,,cultural heritage
1249,cz-czso-regions,https://lod-cloud.net/dataset/cz-czso-regions,Structure of regions of Czech Republic according to Czech Statistical Office,Structure of regions of Czech Republic according to Czech Statistical Office on 1.1.2015,czech; czech-republic; format-dcterms; format-skos; government; license-metadata; lod; no-deref-vocab; no-vocab-mappings; provenance-metadata; published-by-third-party,not classified > government,,,,,,cultural heritage
622,cz-czso-selected-indicators-of-public-health,https://lod-cloud.net/dataset/cz-czso-selected-indicators-of-public-health,Selected public health indicators in regions of Czech republic,Data cube containing statistical data with selected public health indicators in regions of Czech republic according to Czech Statistical Office.,czech; czech-republic; format-dcterms; format-qb; format-sdmx; format-skos; government; license-metadata; lod; no-deref-vocab; provenance-metadata; published-by-third-party; vocab-mappings,not classified - government,"health mentioned, but it is more erelated to services, according to my opinion",we agree to not consider as relevant for the health domain,yes,,health,cultural heritage
443,cz-czso-social-service-facilities,https://lod-cloud.net/dataset/cz-czso-social-service-facilities,Social service facilities and nursing in districts of Czech republic,Data cube containing statistical data about social service facilities and nursing in a given year and district of Czech republic according to Czech Statistical Office.,czech; czech-republic; format-dcterms; format-qb; format-sdmx; format-skos; government; license-metadata; lod; no-deref-vocab; provenance-metadata; published-by-third-party; vocab-mappings,not classified - government,,,,,,cultural heritage
1147,cz-czso-unemployment-rate,https://lod-cloud.net/dataset/cz-czso-unemployment-rate,Unemployment rate in regions of Czech republic,Data cube containing statistical data aboutunemployment rate in regions of Czech republic according to Czech Statistical Office.,czech; czech-republic; format-dcterms; format-qb; format-sdmx; format-skos; government; license-metadata; lod; no-deref-vocab; provenance-metadata; published-by-third-party; vocab-mappings,not classified - government,,,,,,cultural heritage
810,cz-ic,https://lod-cloud.net/dataset/cz-ic,Czech Business Entity identification numbers and names,File with all Czech business entity names and their identification numbers,czech; czech republic; deref-vocab; format-adms; format-gr; format-schema; format-skos; government; license-metadata; lod; no-provenance-metadata; no-vocab-mappings; published-by-third-party,not classified - geography/government,from title-abstract-keyword,,,,,cultural heritage
666,cz-list-of-databoxes,https://lod-cloud.net/dataset/cz-list-of-databoxes,List of Czech data boxes,Data box is a verified electronic mailbox mandatory for all companies and voluntary for individuals for communication with the Czech public administration.,czech; czech republic; data box; deref-vocab; format-foaf; format-skos; format-xsd; government; license-metadata; lod; no-provenance-metadata; no-vocab-mappings; published-by-third-party,not classified,,,,,,cultural heritage
739,cz-nace,https://lod-cloud.net/dataset/cz-nace,Czech statistical classification of economic activities in the European Community (CZ-NACE),Czech statistical classification of economic activities in the European Community (CZ-NACE),czech; czech-republic; government; lod; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; no-vocab-mappings; published-by-producer,not classified - government,from title-abstract-keyword,,,,,cultural heritage
520,cz-orders,https://lod-cloud.net/dataset/cz-orders,Registry of contracts of the Czech Republic - Orders,This dataset contains data from the registry of contracts of the Czech Republic - orders,czech; czech-republic; deref-vocab; format-adms; format-dcterms; format-gr; format-schema; format-skos; government; license-metadata; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,not classified - government,,,,,,cultural heritage
1365,cz-ovm-agendas,https://lod-cloud.net/dataset/cz-ovm-agendas,Agendas of institutions of public power of the Czech Republic,Agendas of institutions of public power,czech; czech-republic; deref-vocab; format-adms; format-skos; government; license-metadata; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,not classified,,,,,,cultural heritage
1419,cz-ruian,https://lod-cloud.net/dataset/cz-ruian,"Registry of territorial identification, addresses and real estate of the Czech Republic",Dataset contains linked data version of the registry of territorial identification  addresses and real estate of the Czech Republic,czech; czech-republic; deref-vocab; format-schema; format-skos; government; license-metadata; lod; no-provenance-metadata; no-vocab-mappings; published-by-third-party,not classified - government,,,,,,cultural heritage
773,cz-sao-audited-subjects,https://lod-cloud.net/dataset/cz-sao-audited-subjects,Audited subjects of Supreme Audit Office of the Czech Republic,Individuals and legal entities audited by Supreme Audit Office of the Czech Republic,czech; czech-republic; format-schema; government; license-metadata; lod; no-deref-vocab; provenance-metadata; published-by-third-party; vocab-mappings,not classified - government,,,,,,cultural heritage
945,cz-sao-check-actions,https://lod-cloud.net/dataset/cz-sao-check-actions,Inspections of the Supreme Audit Office of the Czech Republic,Inspections of the Supreme Audit Office of the Czech Republic,czech; czech-republic; format-dcterms; format-fabio; format-frbr; format-interval; format-schema; format-skos; government; license-metadata; lod; no-deref-vocab; provenance-metadata; published-by-third-party; vocab-mappings,not classified - government,,,,,,cultural heritage
759,cz-sao-check-actions-law,https://lod-cloud.net/dataset/cz-sao-check-actions-law,List of laws used in inspection reports of SAO,List of laws used in inspection reports of the Supreme Audit Office of the Czech Republic,czech; czech-republic; format-schema; government; license-metadata; lod; no-deref-vocab; provenance-metadata; published-by-third-party; vocab-mappings,not classified - government,,,,,,cultural heritage
585,cz-sidc-drug-prices,https://lod-cloud.net/dataset/cz-sidc-drug-prices,List of prices of reimbursed medicinal products marketed in Czech republic,The dataset provides maximal prices of reimbursed medicinal products marketed in Czech republic. The dataset was created on the base of information published by Czech State Institute for Drug Control,czech; czech-republic; deref-vocab; format-dcterms; format-gr; format-skos; government; license-metadata; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,health,,,,,health,cultural heritage
1443,cz-souhrnne-typy-ovm,https://lod-cloud.net/dataset/cz-souhrnne-typy-ovm,Summary types of Czech institutions of public power,This dataset contains summary types of Czech institutions of public power,czech; czech republic; format-dcterms; format-owl; format-skos; government; license-metadata; lod; no-proprietary-vocab; no-provenance-metadata; no-vocab-mappings; published-by-third-party,not classified - government,,,,,,cultural heritage
549,cz-vavai-evaluation-2013,https://lod-cloud.net/dataset/cz-vavai-evaluation-2013,Evaluation of VaVaI results for 2013,Data cube containing data about evaluation of results in VaVaI for 2013.,deref-vocab; format-dcterms; format-skos; government; license-metadata; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,not classified,unclear from title and abstract. government cited in the keywords.,,,,,cultural heritage
1588,data-bnf-fr,https://lod-cloud.net/dataset/data-bnf-fr,data.bnf.fr - Bibliothèque nationale de France,data.bnf.fr gathers data from the different databases of the Bibliothèque nationale de France  so as to create Web pages about Works  Authors  Subjects and Places together with a RDF view on the extracted data.     There are links to id.loc.gov for languages and nationalities  to dewey.info  for subjects  and to DCMI type for types.    The authors and subjects are matched to Agrovoc Geonames  DBpedia  Wikipedia  VIAF  Stitch  Dewey  ISNI  the library of Congress  and the German national library.    We use SKOS  FOAF  DC and RDA vocabularies  in a FRBR model.,deref-vocab; format-dc; format-foaf; format-skos; library; lld; lod; no-license-metadata; no-provenance-metadata; no-vocab-mappings; publications; published-by-producer,cultural heritage,Data from the natioanl library in france from the title and abstract,,,,cultural heritage,
586,data-gov,https://lod-cloud.net/dataset/data-gov,Data.gov,National raw and geodata catalog of the United States.    See also package:twc-logd for an RDF version that features dereferenceable URIs and is more interlinked.,country-us; format-rdf; government; lodcloud.nolinks; lodcloud.unconnected; lodcloud.unresolvable; sparql,not classified - government,,,,,,cultural heritage
1407,data-gov-ie,https://lod-cloud.net/dataset/data-gov-ie,DataGovIE - Irish Government Data,Irish Government Data. Includes:    * Irish Census Data from Central Statistics Office  * Service Indicators of Ireland,deref-vocab; format-dc; format-geo; format-qb; format-rdf; format-sdmx; format-skos; government; lod; lodcloud-diagram-2011-09-19; no-license-metadata; provenance-metadata; published-by-third-party; void-sparql-endpoint,not classified - government,,,,,,cultural heritage
668,data-gov-uk-time-intervals,https://lod-cloud.net/dataset/data-gov-uk-time-intervals,data.gov.uk Time Intervals,Linked data for every time interval and instant into the past and future  from years down to seconds. This is an infinite set of linked data. It includes government years and properly handles the transition to the Gregorian calendar within the UK.    Part of package:reference-data-gov-uk,country-uk; dates; days; deref-vocab; format-foaf; format-skos; format-time; government; instants; intervals; lod; lodcloud-diagram-2011-09-19; lodcloud.nolinks; months; no-license-metadata; no-provenance-metadata; no-vocab-mappings; published-by-producer; quarters; times; uk; ukgov; weeks; years,not classified - government,,,,,,cultural heritage
1223,data-hnm-hu,https://lod-cloud.net/dataset/data-hnm-hu,data-hnm-hu - Hungarian National Museum Datasets,"Open linked data from the Hungarian National Museum.   The following datasets and subsets are available:    * Collections (dataset  short  name: colls)   * Bibliographic Data of the Central Library (subset  short name: colls-lib-bib)    The Bibliographic Data of the Central Library contains the entire online catalogue of the library in BIBFRAME format and provides links to external sources including: [BNF](http://data.bnf.fr)  [ISNI](http://isni.org)  [LC NAF](http://id.loc.gov/authorities/names.html)  [VIAF](http:viaf.org) and [Wikidata](http://wikidata.org).    One of the aims of this publication is to make Hungarian librarians more familiar with BIBFRAME. In order to achieve this the BIBFRAME and the MARC descriptions are cross linked. Knowing the BIBFRAME URI of an instance:    [http://data.hnm.hu/id/colls/lib/bib/Instance/MNMKVT19563](http://data.hnm.hu/id/colls/lib/bib/Instance/MNMKVT19563)    one can get the MARC description by appending "".opac"" to the URI:    [http://data.hnm.hu/doc/colls/lib/bib/Instance/MNMKVT19563.opac](http://data.hnm.hu/doc/colls/lib/bib/Instance/MNMKVT19563.opac).    Knowing the permalink of an OPAC record     [http://link.hnm.hu/lib/bib/MNMKVT19563](http://link.hnm.hu/lib/bib/MNMKVT19563)    one can get the BIBRAME description in HTML format by appending .rdf to it:    [http://link.hnm.hu/lib/bib/MNMKVT19563.rdf](http://link.hnm.hu/lib/bib/MNMKVT19563.rdf).    Other formats can also be invoked by appending the following extensions:  .rdf-ttl  .rdf-nt  .rdf-json  .rdf-jsonld  and .rdf-rdf. The .rdf-rdf extentsion gives back the rdf-xml format.    Clicking the BIBFRAME icon in the OPAC also leads to the BIBFRAME description.    The OPAC pages also support the link rel discovery service in order for the crawlers and other programs to find the RDF descriptions in different formats automatically.    The project was carried out in partnership with @Cult srl.  Italy (MARC BIBFRAME conversion) and Monguz Ltd.  Hungary (OPAC modification). We also used some parts of the ALIADA open source tool.    The @Cult MARC21 BIBFRAME conversion have the following main features:    - Work recognition  - Entity recognition  - Name entities are linked to external datasets.    The BIBFRAME dataset will be updated periodically as BIBFRAME and the conversion evolves.",format-bibframe; format-owl; format-rdf; format-rdfs; license-metadata; lod; no-proprietary-vocab; published-by-producer,cultural heritage,Data from the Hungarian National museum from the abstract,,,,cultural heritage,SLR
1537,data-incubator-discogs,https://lod-cloud.net/dataset/data-incubator-discogs,Discogs in RDF,This dataset contains information about audio recordings  including commercial releases  promotional releases and bootleg or off-label releases. Discogs is one of the largest online databases of electronic music releases and of releases on vinyl media. The source data comes from submissions contributed by users who have registered accounts on discogs.com. This version is based on the regularly monthly data releases from the website which have been placed into the Public Domain.    *Note* this RDF version of Discogs is no longer updated  it was taken off-line during the shutdown of Kasabi. A dump of the dataset has been [uploaded to the Internet Archive](http://archive.org/details/kasabi),format-dc; format-exif; format-foaf; format-mo; format-owl; format-rdf; format-sioc; license-metadata; lodcloud-diagram-2011-09-19; media; music; records,not classified,,"multimedia
declared mounthly release",,,cultural heritage,
1175,data-incubator-metoffice,https://lod-cloud.net/dataset/data-incubator-metoffice,Metoffice Weather Forecasts,Weather forecast data screenscraped from pages like http://www.metoffice.gov.uk/weather/uk/os/kirkwall_forecast_weather.html  and converted to Linked Data    New forecasts for every area in the UK are scraped every hour (the metoffice update the forecasts hourly). This means the triple count is continually rising by circa 2 000 000 (240 triples * 413 areas) an hour.,country-uk; deref-vocab; format-compass; format-geo; format-meteo; format-rdf; format-skos; format-spatial; geographic; geography; government; license-; license-metadata; linkeddata; lod; lodcloud-diagram-2011-09-19; no-vocab-mappings; provenance-metadata; published-by-third-party; resource-deref; topic.geographic; topic.government; weather,not classified - geography,,,,,,cultural heritage
834,data-incubator-musicbrainz,https://lod-cloud.net/dataset/data-incubator-musicbrainz,Data Incubator: MusicBrainz,An RDF conversion of the PostgreSQL database dumps made available by the MusicBrainz project (package:musicbrainz) and hosted under the Talis Connected Commons scheme. It contains RDF representations of albums  artists  tracks  labels and their relationships.    Note: this dataset is no longer available.,broken_link; format-bio; format-dc; format-foaf; format-gr; format-mo; format-ov; format-owl; format-rdf; format-skos; license-metadata; lodcloud-diagram-2007-05-01; lodcloud-diagram-2011-09-19; media; music; no-deref-vocab; no-vocab-mappings; provenance-metadata; published-by-third-party; talis,DOUBT,MUSIC. should it be considered cultural heritage?,,,yes,cultural heritage,
