Unnamed: 0,_id,url,title,description,keywords,Mariangela_topic,field used for the classification,comments,DISCUSSED,TO BE DECIDED,Gabriele_topic,Sana_topic
914,biolod-pdb,https://lod-cloud.net/dataset/biolod-pdb,BioLOD for Protein Data Bank Japan,"Data source of this content; PDBj (Protein Data Bank Japan)<br>  Go to <a href=""http://www.pdbj.org/index.html"">source site</a>.",lifesciences,health,bio in the title,,,,health,SLR
662,biomodels-rdf,https://lod-cloud.net/dataset/biomodels-rdf,BioModels RDF,BioModels Database is a reliable repository of computational models of biological processes. It hosts models described in peer-reviewed scientific literature and models generated automatically from pathway resources (Path2Models). A large number of models collected from literature are manually curated and semantically enriched with cross-references from external data resources.    BioModels Linked Dataset captures the content of the models in BioModels Database (primarilly encoded in the SBML format) in RDF.,lifesciences; linked data; lod; lodcloud-diagram-2014-08-30; provenance-metadata; published-by-producer; rdf; systems biology; vocab-mappings,health,bio in the title. confirmed by the description,,,,SLR,health
812,bioportal-aba,https://lod-cloud.net/dataset/bioportal-aba,ABA Adult Mouse Brain,Allen Brain Atlas P56 Mouse Ontology,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,ontology,,,,,health
833,bioportal-adw,https://lod-cloud.net/dataset/bioportal-adw,Animal natural history and life history,An ontology for animal life history and natural history characteristics suitable for populations and higher taxonomic entities.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,"it is clear by title and abstract that it is related to animals. unclear if it is relevant from health. in the keywrods, biomedicine is mentioned. I would tag it as health.",,,,cultural heritage,health
819,bioportal-aeo,https://lod-cloud.net/dataset/bioportal-aeo,Anatomical Entity Ontology,AEO is an ontology of anatomical structures that expands CARO  the Common Anatomy Reference Ontology  to about 200 classes using the is_a relationship; it thus provides a detailed type classification for tissues. The new classes were chosen for their use in categorizing the major vertebrate and invertebrate anatomy ontologies at a granularity adequate for tissues of a single cell type. The ontology should be useful in increasing the amount of knowledge in anatomy ontologies  facilitating annotation and enabling interoperability across anatomy ontologies,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,"anatomical entity from the title and abstract
ontology",,,,health,other
163,bioportal-apo,https://lod-cloud.net/dataset/bioportal-apo,Ascomycete phenotype ontology,A structured controlled vocabulary for the phenotypes of Ascomycete fungi,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,"from title, abstract, keywords. fungi is mentioned in the description",,,,,cultural heritage
208,bioportal-ato,https://lod-cloud.net/dataset/bioportal-ato,Amphibian taxonomy,A taxonomy of Amphibia,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,anatomy in title and abstract,,,,,health
389,bioportal-bdo,https://lod-cloud.net/dataset/bioportal-bdo,Bone Dysplasia Ontology,The Bone Dysplasia ontology provides a comprehensive and formal representation of the different domain concepts involved in documenting the full complexity of the skeletal dysplasia domain. It captures and combines the genetic features that discriminate the bone dysplasias with the multitude of phenotypic characteristics manifested by patients and required to be taken into account in order to support the diagnosis process.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,from title and abstract,,,,health,other
416,bioportal-bfo,https://lod-cloud.net/dataset/bioportal-bfo,Basic Formal Ontology,BFO grows out of a philosophical orientation which overlaps with that of DOLCE and SUMO. Unlike these  however  it is narrowly focused on the task of providing a genuine upper ontology which can be used in support of domain ontologies developed for scientific research  as for example in biomedicine within the framework of the OBO Foundry. Thus BFO does not contain physical  chemical  biological or other terms which would properly fall within the special sciences domains.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,not classified ,"unclear from title, abstract, keyword. The description explicitly mentions that it does not contain physical chemical biological terms. biomedicine is cited among keywords. SUMO and DOLCE are general purpose ontologies.

The website links to bioportal, but it does not work.",,,,,health
213,bioportal-bila,https://lod-cloud.net/dataset/bioportal-bila,Bilateria anatomy,Anatomy of Bilateria.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,anatomy mentioned in title and abstract, ,,,,health
361,bioportal-bp,https://lod-cloud.net/dataset/bioportal-bp,BioPAX,The BioPAX ontology (www.biopax.org) is a standard language for formally representing biological pathways. BioPAX Level 3 supports the representation of metabolic pathways  signal transduction pathways  protein-protein interaction networks  gene regulatory networks and genetic interactions.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,bio in the title. confirmed by the description,,,,health,Linguistics
100,bioportal-bro_x1,https://lod-cloud.net/dataset/bioportal-bro_x1,Biomedical Resource Ontology,A controlled terminology of resources  which is used to improve the sensitivity and specificity of web searches.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,biomedical in the title. confirmed by the description,,,,,health
1243,bioportal-bspo,https://lod-cloud.net/dataset/bioportal-bspo,Spatial Ontology,A small ontology for anatomical spatial references  such as dorsal  ventral  axis  and so forth.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,health,Medical sciences
1453,bioportal-bto,https://lod-cloud.net/dataset/bioportal-bto,BRENDA tissue / enzyme source,A structured controlled vocabulary for the source of an enzyme. It comprises terms for tissues  cell lines  cell types and cell cultures from uni- and multicellular organisms.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,from title and abstract due to terms connected to cells,,,,,health
1372,bioportal-cao,https://lod-cloud.net/dataset/bioportal-cao,CAO,CAOontology is designed for supporting the COG enrichment study by using Fisher's exact test,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,unclear from title-abstract-keyword. biomedicine is cited among keywords. Confirmed by bioportal website,,,,,SLR
887,bioportal-chebi,https://lod-cloud.net/dataset/bioportal-chebi,Chemical entities of biological interest,A structured classification of chemical compounds of biological relevance.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,chemical in the title.,,,,,health
340,bioportal-cl,https://lod-cloud.net/dataset/bioportal-cl,Cell type,"The Cell Ontology is designed as a structured controlled vocabulary for cell types. This ontology was constructed for use by the model organism and other bioinformatics databases  where there is a need for a controlled vocabulary of cell types. This ontology is not organism specific; indeed it includes cell types from prokaryotes to mammals  including plants and fungi. A full description of the Cell Ontology can be found in <a href=""http://genomebiology.com/2005/6/2/R21"">Bard  Rhee and Ashburner. 2005. An Ontology for Cell Types</a>.",biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,"cell cited in the title
ontology",,,,,health
1520,bioportal-clo,https://lod-cloud.net/dataset/bioportal-clo,Cell Line Ontology,The Cell Line Ontology (CLO) is a community-based ontology in domain of biological cell lines with a focus on permanent cell lines from culture collections. Upper ontology structures that frame the skeleton of CLO include Basic Formal Ontology and Relation Ontology. Cell lines contained in CLO are associated with terms from other ontologies such as Cell Type Ontology  NCBI Taxonomy  and Ontology for Biomedical Investigation. A common design pattern for the cell line is used to model cell lines and their attributes  the Jurkat cell line provides ane xample.  Currently CLO contains over 36 000 cell line entries obtained from ATCC  HyperCLDB  Coriell  and bymanual curation. The cell lines are derived from 194 cell types  656 anatomical entries  and 217 organisms. The OWL-based CLO is machine-readable and can be used in various applications.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,"cell cited in the title
ontology",,,,health,Education
1572,bioportal-cpt,https://lod-cloud.net/dataset/bioportal-cpt,Current Procedural Terminology,Current Procedural Terminology,biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,health,procedure in title and abstract might be related to health. biomedicine in the keywords confirmed it,,,,,SLR
953,bioportal-csp,https://lod-cloud.net/dataset/bioportal-csp,"CRISP Thesaurus, 2006",Computer Retrieval of Information on Scientific Projects (CRISP),biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,health / education,mainly from the keywords,"education is kept for scientific projects, even if the inclusion should be checked against the resource content",yes,,health,Linguistics
619,bioportal-dc_cl,https://lod-cloud.net/dataset/bioportal-dc_cl,Dendritic cell,Representation of types of dendritic cell. Note that the domain of this ontology is wholly subsumed by the domain of the Cell ontology (CL).,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,cell mentioned in title and abstract,,,,health,unclassified
1205,bioportal-ddi,https://lod-cloud.net/dataset/bioportal-ddi,Ontology for Drug Discovery Investigations,The goal of DDI project is to develop an ontology for the description of drug discovery investigations. DDI aims to follow to the OBO (Open Biomedical Ontologies) Foundry principles  uses relations laid down in the OBO Relation Ontology  and be compliant with Ontology for biomedical investigations (OBI).,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,drug in title and abstract,,,,health,SLR
485,bioportal-ecg,https://lod-cloud.net/dataset/bioportal-ecg,Electrocardiography Ontology,The Electrocardiography (ECG) Ontology is a Driving Biological Project of the NCBO. The ECG Ontology will contain terms for describing electrocardiograms  their capture method(s) and their waveforms.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,Electrocardiography in title and abstract. ontology,,,,health,SLR
492,bioportal-eco,https://lod-cloud.net/dataset/bioportal-eco,Evidence codes,A rich ontology for experimental and other evidence statements.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,experiments cited in the abstract. confirmed by biomedicine in the keywords.,,,,,health
757,bioportal-efo,https://lod-cloud.net/dataset/bioportal-efo,Experimental Factor Ontology,The Experimental Factor Ontology (EFO) is an application focused ontology modelling the experimental variables in the Gene Expression Atlas  EBI. The ontology has been developed to increase the richness of the annotations that are currently made in the ArrayExpress repository  to promote consistent annotation  to facilitate automatic annotation and to integrate external data. The ontology describes cross-product classes from reference ontologies in area such as disease  cell line  cell type and anatomy. Contact James Malone for info: malone@ebi.ac.uk,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,,,,,,health
717,bioportal-emap,https://lod-cloud.net/dataset/bioportal-emap,Mouse gross anatomy and development,A structured controlled vocabulary of stage-specific anatomical structures of the mouse (Mus).,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,anatomy in the abstract,,,,,cultural heritage
372,bioportal-eo,https://lod-cloud.net/dataset/bioportal-eo,Plant environmental conditions,A structured controlled vocabulary for the representation of plant environmental conditions.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,,health
700,bioportal-ero,https://lod-cloud.net/dataset/bioportal-ero,eagle-i research resource ontology,This ontology models research resources such instruments. protocols  reagents  animal models and biospecimens. It has been developed in the context of the eagle-i project (http://eagle-i.net/).,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,biomedical in the abstract,,,,cultural heritage,health
159,bioportal-exo,https://lod-cloud.net/dataset/bioportal-exo,ExO,Exposure Ontology. A draft ontology for exposure science.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,education,health
9,bioportal-fao,https://lod-cloud.net/dataset/bioportal-fao,Fungal gross anatomy,A structured controlled vocabulary for the anatomy of fungi.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,fungi in title and abstract,,,,,Linguistics/Health
1236,bioportal-fbbt,https://lod-cloud.net/dataset/bioportal-fbbt,Drosophila gross anatomy,A structured controlled vocabulary of the anatomy of <i>Drosophila melanogaster</i>.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,mainly from keywords,,,,,health
1260,bioportal-fbcv,https://lod-cloud.net/dataset/bioportal-fbcv,FlyBase Controlled Vocabulary,A structured controlled vocabulary used for various aspects of annotation by FlyBase.<br>This ontology is maintained by FlyBase for various aspects of annotation not covered  or not yet covered  by other OBO ontologies.  If and when community ontologies are available for the domains here covered FlyBase will use them.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,unclear from the abstract for technical terminology. confirmed by biomedicine among keywords,,,,ND,health
1087,bioportal-fbdv,https://lod-cloud.net/dataset/bioportal-fbdv,Drosophila development,A structured controlled vocabulary of the development of <i>Drosophila melanogaster</i>.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,mainly from keywords,,,,,health
1010,bioportal-fbsp,https://lod-cloud.net/dataset/bioportal-fbsp,Fly taxonomy,The taxonomy of the family <i>Drosophilidae</i> (largely after Baechli) and of other taxa referred to in FlyBase.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,unclear from the abstract for technical terminology. confirmed by biomedicine among keywords,,,,health,Linguistics
366,bioportal-fypo,https://lod-cloud.net/dataset/bioportal-fypo,Fission Yeast Phenotype Ontology,FYPO is a formal ontology of phenotypes observed in fission yeast. FYPO is being developed to support the comprehensive and detailed representation of phenotypes in PomBase  the new online fission yeast resource (www.pombaes.org). Its scope is similar to that of the Ascomycete Phenotype Ontology (APO)  but FYPO includes more detailed pre-composed terms as well as computable definitions.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,"from title, abstract, keywords",,,,,health
1466,bioportal-geospecies,https://lod-cloud.net/dataset/bioportal-geospecies,GeoSpecies Ontology,This ontology was designed to help integrate species concepts with species occurrences  gene sequences  images  references and geographical information. See also Taxonconcept.org,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,gene in abstract. confirmed by biomedicine among keywords.,,,,,cultural heritage
1356,bioportal-gfo,https://lod-cloud.net/dataset/bioportal-gfo,General Formal Ontology,The General Formal Ontology (GFO) is a top-level ontology integrating objects and processes.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,"unclear from title, abstract, keywords. biomedical among keywords",,,,,unclassified
1619,bioportal-gfo-bio,https://lod-cloud.net/dataset/bioportal-gfo-bio,General Formal Ontology: Biology,GFO-Bio is a biological core ontology built on the General Formal Ontology.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,biology/biological in title and abstract,,,,,health
1496,bioportal-gro,https://lod-cloud.net/dataset/bioportal-gro,Cereal Plant Development,A structured controlled vocabulary for describing cereal plant development and growth stages. Please note that this ontology has now been superseded by the Plant Ontology.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,ontology. declared to be superseded,,,,,health
1013,bioportal-hao,https://lod-cloud.net/dataset/bioportal-hao,Hymenoptera Anatomy Ontology,A structured controlled vocabulary of the anatomy of the Hymenoptera (bees  wasps  sawflies and ants),biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,anatomy in the title and abstract,,,,health,unclassified
413,bioportal-hcpcs,https://lod-cloud.net/dataset/bioportal-hcpcs,HCPCS,Healthcare Common Procedure Coding System,biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,health,health in the abstract,,,,health,SLR
944,bioportal-hl7,https://lod-cloud.net/dataset/bioportal-hl7,Health Level Seven,This version is the first update to Normative RIM  Release 3. It is based on changes approved in Harmonization in November 2010. This release of the RIM is bound to HL7 Abstract Data Types Release 2.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,health in the title,,,,health,Linguistics
145,bioportal-hlth_indics,https://lod-cloud.net/dataset/bioportal-hlth_indics,HEALTH_INDICATORS,Standardized health outcome and health determinant indicators as maintained by the CDCâ??s National Center for Health Statistics,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,health in the title,,,,health,
1219,bioportal-hom,https://lod-cloud.net/dataset/bioportal-hom,Ontology of homology and related concepts in biology,This ontology represents concepts related to homology  as well as other concepts used to describe similarity and non-homology.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,health,unclassified
774,bioportal-hom_harvard,https://lod-cloud.net/dataset/bioportal-hom_harvard,HOM-HARVARD,HOM-HARVARD demographics for i2b2,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,"unclear from title, abstract. keywords mention biomedicine. confirmed by bioportal as website",,,,,health
1448,bioportal-hpio,https://lod-cloud.net/dataset/bioportal-hpio,Host Pathogen Interactions Ontology,Ontology for host pathogen interactions in farmed animals,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,pathogen in title and astract. confirmed by biomedicine in the keywords.,,,,,health
1068,bioportal-hugo,https://lod-cloud.net/dataset/bioportal-hugo,HUGO,Human Genome Organisation (HUGO) Gene Nomenclature Committee at the European Bioinformatics Institute approves a gene name and symbol (short-form abbreviation) for each known human gene. All approved symbols are stored in the HGNC database.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,gene in the abstract,,,,health,SLR
573,bioportal-iao,https://lod-cloud.net/dataset/bioportal-iao,Information Artifact Ontology,"The Information Artifact Ontology (IAO) is a new ontology of information entities  originally driven by work by the OBI digital entity and realizable information entity branch.<p>  <p><b>To import</b><p>  Latest released version: <a href=""http://purl.obolibrary.org/obo/iao.owl"">http://purl.obolibrary.org/obo/iao.owl</a><p>  <b>Other versions</b><p>  Developer (live) version: <a href=""http://purl.obolibrary.org/obo/iao/dev/iao.owl"">http://purl.obolibrary.org/obo/iao/dev/iao.owl</a><p>  Ontology metadata properties and classes only: <a href=""http://purl.obolibrary.org/obo/iao/dev/ontology-metadata.owl"">http://purl.obolibrary.org/obo/iao/dev/iao.owl</a><p>  <b>Dated versions</b> <ul> <li><a href=""http://purl.obolibrary.org/obo/iao/2009-11-06/iao.owl"">http://purl.obolibrary.org/obo/iao/2009-11-06/iao.owl</a> <li><a href=""http://purl.obolibrary.org/obo/iao/2010-09-14/iao.owl"">http://purl.obolibrary.org/obo/iao/2010-09-14/iao.owl</a> <li><a href=""http://purl.obolibrary.org/obo/iao/2010-10-26/iao.owl"">http://purl.obolibrary.org/obo/iao/2010-10-26/iao.owl</a> <li><a href=""http://purl.obolibrary.org/obo/iao/2011-05-09/iao.owl"">http://purl.obolibrary.org/obo/iao/2011-05-09/iao.owl</a> </ul><p>  <p>Please note: The ontology metrics displayed by BioPortal are incorrect as of 7/23/2011. If you need accurate number you will need to compute them on your own  until further notice. In particular these metrics do not distinguish IAO-developed terms versus terms imported from other ontologies  and do not count existing author or definition annotations  <p><b>Tracker</b>: <a href=""http://purl.obolibrary.org/obo/iao/tracker"">http://purl.obolibrary.org/obo/iao/tracker</a><br> <b>Discussion group</b>: <a href=""http://groups.google.com/group/information-ontology"">http://groups.google.com/group/information-ontology</a>",biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,unclear by the abstract. keywords seems to be not aligned with abstract. the website links to bioportal.,,,,,Linguistics
732,bioportal-icd10,https://lod-cloud.net/dataset/bioportal-icd10,ICD10,International Statistical Classification of Diseases and Related Health Problems (ICD-10). 10th rev. Geneva,biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,health,disease in the abstract,,,,health,Linguistics
1070,bioportal-icd10cm,https://lod-cloud.net/dataset/bioportal-icd10cm,ICD10CM,International Classification of Diseases  10th Edition  Clinical Modification  2011_01,biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,health,disease in the abstract,,,,,unclassified
540,bioportal-icd10pcs,https://lod-cloud.net/dataset/bioportal-icd10pcs,ICD-10-PCS,ICD-10-PCS  2009,biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,health,unclear by title and abstract. biomedicine among keywords. bioportal as website,,,,,linguistics
992,bioportal-icf_x1,https://lod-cloud.net/dataset/bioportal-icf_x1,"International Classification of Functioning, Disability and Health (ICF)","The International Classification of Functioning  Disability and Health  known more commonly as ICF  is a classification of health and health-related domains. These domains are classified from body  individual and societal perspectives by means of two lists: a list of body functions and structure  and a list of domains of activity and participation. Since an individual's functioning and disability occurs in a context  the ICF also includes a list of environmental factors. <br><br> Source: <a href=""http://www.who.int/classifications/icf/en/"">http://www.who.int/classifications/icf/en/</a>",biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,health explicitly mentioned in title and abstract,,,,health,linguistics
874,bioportal-icnp,https://lod-cloud.net/dataset/bioportal-icnp,International Classification for Nursing Practice,International Classification for Nursing Practice,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,nursing in the abstract,,,,health,linguistics
836,bioportal-icpc,https://lod-cloud.net/dataset/bioportal-icpc,International Classification of Primary Care,The International Classification of Primary Care (ICPC). Denmark: World Organisation of Family Doctors  1993.,biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,health,care explicitly mentioned in title and abstract,,,,health,unclassified
1380,bioportal-icpc2p,https://lod-cloud.net/dataset/bioportal-icpc2p,ICPC-2 PLUS,ICPC-2 PLUS,biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,health,unclear by title and abstract. biomedicine among keywords. bioportal as website,,,,ND,health
1064,bioportal-idomal,https://lod-cloud.net/dataset/bioportal-idomal,Malaria Ontology,"An application ontology for malaria extending the infectious disease ontology (IDO). Version 1.22 reshapes the ""parasite organism"" section.",biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,malaria in the title. ontology,,,,health,Linguistics
515,bioportal-imr,https://lod-cloud.net/dataset/bioportal-imr,Molecule role (INOH Protein name/family name ontology),A structured controlled vocabulary of concrete protein names and generic (abstract) protein names. This ontology is a INOH pathway annotation ontology  one of a set of ontologies intended to be used in pathway data annotation to ease data integration. This ontology is used to annotate protein names  protein family names  generic/concrete protein names in the INOH pathway data.<br>INOH is part of the BioPAX working group.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,health,SLR
756,bioportal-ino,https://lod-cloud.net/dataset/bioportal-ino,Interaction Network Ontology,"The Interaction Network Ontology (INO) is an ontology in the domain of interaction network. INO aims to standardize interaction network annotation  integrate various interaction network data  and support computer-assisted reasoning. It is aimed to represent general interactions (e.g.  molecular interactions) and interaction networks (e.g.  Bayesian network). INO was initiated by supporting literature mining related to interactions and interaction networks.  INO has been initiated and led by by Dr. Yongqun ""Oliver"" He at the University of Michigan Medical School. INO aligns with BFO. INO is a community-based ontology  and its development follows the OBO Foundry principles.",biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,unclear by title and abstract. biomedicine cited among keywords. link to bioportal.,,,,,health
725,bioportal-invertebrata,https://lod-cloud.net/dataset/bioportal-invertebrata,Hewan Invertebrata,taxonomy animal invertebrates,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,related to zoology,,yes,,,health
1309,bioportal-jerm,https://lod-cloud.net/dataset/bioportal-jerm,SysMO-JERM,an ontology to describe the entities and relationships in SysMO-DB  a Systems Biology environment for the sharing and exchange of data and models.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,biology mentioned in title and abstract,,,,health,not classified
1628,bioportal-kisao,https://lod-cloud.net/dataset/bioportal-kisao,Kinetic Simulation Algorithm Ontology,The Kinetic Simulation Algorithm Ontology aims at providing support in unambiguously referring to simulation algorithms when describing a simulation experiment. It describes and classifies existing algorithms and their inter-relationships through the algorithm characteristics and parameters.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,not classified,,"by the abstract it is not connected to the health domain, even if biomedicine among keywords",,,,health
1027,bioportal-lhn,https://lod-cloud.net/dataset/bioportal-lhn,Loggerhead nesting,A demonstration of ontology construction as a general technique for coding ethograms and other descriptions of behavior into machine understandable forms. An ontology for Loggerhead sea turtle (<i>Caretta caretta</i>) nesting behavior  based on the published ethogram of Hailman and Elowson.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,,health
1458,bioportal-lipro,https://lod-cloud.net/dataset/bioportal-lipro,Lipid Ontology,Lipid research is increasingly integrated within systems level biology such as lipidomics where lipid classification is required before appropriate annotation of chemical functions can be applied. The ontology describes the LIPIDMAPS nomenclature classification explicitly using description logics (OWL-DL). Lipid classes are organized hierarchically with the super-classes restricted by generic necessary conditions. More specific necessary conditions are used to define membership requirements for sub classes of lipid according to appropriate functional groups.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,,,,,health,publications
885,bioportal-lnc,https://lod-cloud.net/dataset/bioportal-lnc,Logical Observation Identifier Names and Codes,Logical Observation Identifier Names and Codes (LOINC);Version 2.26;January 2  2009,biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,health,not sure by title and abstract. biomedicine among keywords. bioportal as link,,,,,health
93,bioportal-ma,https://lod-cloud.net/dataset/bioportal-ma,Mouse adult gross anatomy,A structured controlled vocabulary of the adult anatomy of the mouse (Mus).,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,"health, linguistic",anatomy in the abstract,,,,,health
1139,bioportal-mao,https://lod-cloud.net/dataset/bioportal-mao,Multiple alignment,An ontology for data retrieval and exchange in the fields of multiple DNA/RNA  alignment  protein sequence and protein structure alignment.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,health,Linguistics
274,bioportal-mcbcc,https://lod-cloud.net/dataset/bioportal-mcbcc,Breast tissue cell lines,Contains a comprehensive list of cell lines derived from breast tissue  both normal and pathological. The ontology in built in OWL with cross relation to classes- genetic variation  pathological condition  genes  chemicals and drugs. The relations built enable semantic query across different classes,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,from title and abstract due to terms connected to cells,,,,health,Linguistics
886,bioportal-mccl,https://lod-cloud.net/dataset/bioportal-mccl,Cell line ontology,Ontologies provide a common platform of controlled vocabulary for researchers who need to share information across a particular domain  inclusive of machine-interpretable definitions of basic concepts in the domain and relations among them. The need for ontologies that provide a systematic arrangement of available data and allow cross talk across various related domains is gaining momentum. In this backdrop  we have developed a comprehensive ontology on primary and established cell lines-both normal and pathologic. It covers around 400 cell lines. This ontology has been built to include the major domains in the field of biology like anatomy  bio-molecules  chemicals and drugs  pathological conditions and genetic variations around the cell lines. An extensive network of relations has been built across these concepts to enable different combinations of queries. The ontology covers all cell lines from major sources like ATCC  DSMZ  ECACC  ICLC etc. and is built in OWL format.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,"cell cited in the title
ontology",,,,education,health
154,bioportal-mccl_x1,https://lod-cloud.net/dataset/bioportal-mccl_x1,Cell line ontology,Cell lines are key experimental models to understand protein interactions and signaling pathways. With a large pool of such data coming from different cell lines of different origin -of normal and -pathological tissues  proper analysis requires segregating data pertaining to specific cell lines. The project envisaged brings together hierarchical trees of organs  mammalian cell lines and diseases in one platform. Certain specific terms from Cell Type (CL) ontology  Foundational Model of Anatomy (FMA) and DOID ontologies are mapped for searchability. Ontology is developed in both OBO and OWL.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,"cell cited in the title
ontology",,,,health,Linguistics/Genetics
1155,bioportal-mdr,https://lod-cloud.net/dataset/bioportal-mdr,MedDRA,Medical Dictionary for Regulatory Activities Terminology (MedDRA),biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,health,medical mentioned in the abstract.,,,,health,Linguistics
58,bioportal-mego,https://lod-cloud.net/dataset/bioportal-mego,MeGO,bacteriophage and plasmid reproduction and maintenance processes,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,technical terms mentioned in the abstract. confirmed by biomedicine in the keywords.,,,,health,linguistics
555,bioportal-mfo,https://lod-cloud.net/dataset/bioportal-mfo,Medaka fish anatomy and development,A structured controlled vocabulary of the anatomy and development of the Japanese medaka fish  <i>Oryzias latipes</i>.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,anatomy mentioned in the abstract.,,,,,health
579,bioportal-mhc,https://lod-cloud.net/dataset/bioportal-mhc,MaHCO - An MHC Ontology,The MaHCO contains terms necessary for describing and categorizing concepts related to MHC  in general  and for a number of model species  and also for humans.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,,,,,,health
